,time in hrs
328,32.832832832832835
329,32.932932932932935
330,33.033033033033036
331,33.133133133133136
332,33.233233233233236
333,33.333333333333336
334,33.433433433433436
335,33.533533533533536
336,33.633633633633636
337,33.733733733733736
338,33.833833833833836
339,33.933933933933936
340,34.034034034034036
341,34.134134134134136
342,34.234234234234236
343,34.334334334334336
344,34.434434434434436
345,34.53453453453454
346,34.63463463463464
347,34.73473473473474
348,34.83483483483484
349,34.93493493493494
350,35.03503503503504
351,35.13513513513514
352,35.23523523523524
353,35.33533533533534
354,35.43543543543544
355,35.53553553553554
356,35.63563563563564
357,35.73573573573574
358,35.83583583583584
359,35.93593593593594
360,36.03603603603604
361,36.13613613613614
362,36.23623623623624
363,36.33633633633634
364,36.43643643643644
365,36.53653653653654
366,36.63663663663664
367,36.73673673673674
368,36.83683683683684
369,36.93693693693694
370,37.03703703703704
371,37.13713713713714
372,37.23723723723724
373,37.33733733733734
374,37.43743743743744
375,37.53753753753754
376,37.63763763763764
377,37.73773773773774
378,37.83783783783784
379,37.93793793793794
380,38.03803803803804
381,38.13813813813814
382,38.23823823823824
383,38.33833833833834
384,38.43843843843844
385,38.53853853853854
386,38.63863863863864
387,38.73873873873874
388,38.83883883883884
389,38.93893893893894
390,39.03903903903904
391,39.13913913913914
392,39.23923923923924
393,39.33933933933934
394,39.43943943943944
395,39.53953953953954
396,39.63963963963964
397,39.73973973973974
398,39.83983983983984
399,39.93993993993994
400,40.04004004004004
401,40.14014014014014
402,40.24024024024024
403,40.34034034034034
404,40.44044044044044
405,40.54054054054054
406,40.64064064064064
407,40.74074074074074
408,40.84084084084084
409,40.94094094094094
410,41.04104104104104
411,41.14114114114114
412,41.24124124124124
413,41.34134134134134
414,41.44144144144144
415,41.54154154154154
416,41.64164164164164
417,41.74174174174174
418,41.84184184184184
419,41.94194194194194
420,42.04204204204204
421,42.14214214214214
422,42.24224224224224
423,42.34234234234234
424,42.44244244244244
425,42.54254254254254
426,42.64264264264264
427,42.74274274274275
428,42.84284284284285
429,42.94294294294295
430,43.04304304304305
431,43.14314314314315
432,43.24324324324325
433,43.34334334334335
434,43.44344344344345
435,43.54354354354355
436,43.64364364364365
437,43.74374374374375
438,43.84384384384385
439,43.94394394394395
440,44.04404404404405
441,44.14414414414415
442,44.24424424424425
443,44.34434434434435
444,44.44444444444445
445,44.54454454454455
446,44.64464464464465
447,44.74474474474475
448,44.84484484484485
449,44.94494494494495
450,45.04504504504505
451,45.14514514514515
452,45.24524524524525
453,45.34534534534535
454,45.44544544544545
455,45.54554554554555
456,45.64564564564565
457,45.74574574574575
458,45.84584584584585
459,45.94594594594595
460,46.04604604604605
461,46.14614614614615
462,46.24624624624625
463,46.34634634634635
464,46.44644644644645
465,46.54654654654655
466,46.64664664664665
467,46.74674674674675
468,46.84684684684685
469,46.94694694694695
470,47.04704704704705
471,47.14714714714715
472,47.24724724724725
473,47.34734734734735
474,47.44744744744745
475,47.54754754754755
476,47.64764764764765
477,47.74774774774775
478,47.84784784784785
479,47.94794794794795
480,48.04804804804805
481,48.14814814814815
482,48.24824824824825
483,48.34834834834835
484,48.44844844844845
485,48.54854854854855
486,48.64864864864865
487,48.74874874874875
488,48.84884884884885
489,48.94894894894895
490,49.04904904904905
491,49.14914914914915
492,49.24924924924925
493,49.34934934934935
494,49.44944944944945
495,49.54954954954955
496,49.64964964964965
497,49.74974974974975
498,49.84984984984985
499,49.94994994994995
500,50.050050050050054
501,50.150150150150154
502,50.250250250250254
503,50.350350350350354
504,50.450450450450454
505,50.550550550550554
506,50.650650650650654
507,50.750750750750754
508,50.850850850850854
509,50.950950950950954
510,51.051051051051054
511,51.151151151151154
512,51.251251251251254
513,51.351351351351354
514,51.451451451451454
515,51.551551551551555
516,51.651651651651655
517,51.751751751751755
518,51.851851851851855
519,51.951951951951955
520,52.052052052052055
521,52.152152152152155
522,52.252252252252255
523,52.352352352352355
524,52.452452452452455
525,52.552552552552555
526,52.652652652652655
527,52.752752752752755
528,52.852852852852855
529,52.952952952952955
530,53.053053053053056
531,53.153153153153156
532,53.253253253253256
533,53.353353353353356
534,53.453453453453456
535,53.553553553553556
536,53.653653653653656
537,53.753753753753756
538,53.853853853853856
539,53.953953953953956
540,54.054054054054056
541,54.154154154154156
542,54.254254254254256
543,54.354354354354356
544,54.454454454454456
545,54.55455455455456
546,54.65465465465466
547,54.75475475475476
548,54.85485485485486
549,54.95495495495496
550,55.05505505505506
551,55.15515515515516
552,55.25525525525526
553,55.35535535535536
554,55.45545545545546
555,55.55555555555556
556,55.65565565565566
557,55.75575575575576
558,55.85585585585586
559,55.95595595595596
560,56.05605605605606
561,56.15615615615616
562,56.25625625625626
563,56.35635635635636
564,56.45645645645646
565,56.55655655655656
566,56.65665665665666
567,56.75675675675676
568,56.85685685685686
569,56.95695695695696
570,57.05705705705706
571,57.15715715715716
572,57.25725725725726
573,57.35735735735736
574,57.45745745745746
575,57.55755755755756
576,57.65765765765766
577,57.75775775775776
578,57.85785785785786
579,57.95795795795796
580,58.05805805805806
581,58.15815815815816
582,58.25825825825826
583,58.35835835835836
584,58.45845845845846
585,58.55855855855856
586,58.65865865865866
587,58.75875875875876
588,58.85885885885886
589,58.95895895895896
590,59.05905905905906
591,59.15915915915916
592,59.25925925925926
593,59.35935935935936
594,59.45945945945946
595,59.55955955955956
596,59.65965965965966
597,59.75975975975976
598,59.85985985985987
599,59.95995995995997
600,60.06006006006007
601,60.16016016016017
602,60.26026026026027
603,60.36036036036037
604,60.46046046046047
605,60.56056056056057
606,60.66066066066067
607,60.76076076076077
608,60.86086086086087
609,60.96096096096097
610,61.06106106106107
611,61.16116116116117
612,61.26126126126127
613,61.36136136136137
614,61.46146146146147
615,61.56156156156157
616,61.66166166166167
617,61.76176176176177
618,61.86186186186187
619,61.96196196196197
620,62.06206206206207
621,62.16216216216217
622,62.26226226226227
623,62.36236236236237
624,62.46246246246247
625,62.56256256256257
626,62.66266266266267
627,62.76276276276277
628,62.86286286286287
629,62.96296296296297
630,63.06306306306307
631,63.16316316316317
632,63.26326326326327
633,63.36336336336337
634,63.46346346346347
635,63.56356356356357
636,63.66366366366367
637,63.76376376376377
638,63.86386386386387
639,63.96396396396397
640,64.06406406406407
641,64.16416416416416
642,64.26426426426427
643,64.36436436436436
644,64.46446446446447
645,64.56456456456456
646,64.66466466466467
647,64.76476476476476
648,64.86486486486487
649,64.96496496496496
650,65.06506506506507
651,65.16516516516516
652,65.26526526526527
653,65.36536536536536
654,65.46546546546547
655,65.56556556556556
656,65.66566566566567
657,65.76576576576576
658,65.86586586586587
659,65.96596596596596
660,66.06606606606607
661,66.16616616616616
662,66.26626626626627
663,66.36636636636636
664,66.46646646646647
665,66.56656656656656
666,66.66666666666667
667,66.76676676676676
668,66.86686686686687
669,66.96696696696696
670,67.06706706706707
671,67.16716716716716
672,67.26726726726727
673,67.36736736736736
674,67.46746746746747
675,67.56756756756756
676,67.66766766766767
677,67.76776776776777
678,67.86786786786787
679,67.96796796796797
680,68.06806806806807
681,68.16816816816817
682,68.26826826826827
683,68.36836836836838
684,68.46846846846847
685,68.56856856856858
686,68.66866866866867
687,68.76876876876878
688,68.86886886886887
689,68.96896896896898
690,69.06906906906907
691,69.16916916916918
692,69.26926926926927
693,69.36936936936938
694,69.46946946946947
695,69.56956956956958
696,69.66966966966967
697,69.76976976976978
698,69.86986986986987
699,69.96996996996998
700,70.07007007007007
701,70.17017017017018
702,70.27027027027027
703,70.37037037037038
704,70.47047047047047
705,70.57057057057058
706,70.67067067067067
707,70.77077077077078
708,70.87087087087087
709,70.97097097097098
710,71.07107107107107
711,71.17117117117118
712,71.27127127127127
713,71.37137137137138
714,71.47147147147147
715,71.57157157157158
716,71.67167167167167
717,71.77177177177178
718,71.87187187187187
719,71.97197197197198
720,72.07207207207207
721,72.17217217217218
722,72.27227227227228
723,72.37237237237238
724,72.47247247247248
725,72.57257257257258
726,72.67267267267268
727,72.77277277277278
728,72.87287287287288
729,72.97297297297298
730,73.07307307307308
731,73.17317317317318
732,73.27327327327328
733,73.37337337337338
734,73.47347347347348
735,73.57357357357358
736,73.67367367367368
737,73.77377377377378
738,73.87387387387388
739,73.97397397397398
740,74.07407407407408
741,74.17417417417418
742,74.27427427427428
743,74.37437437437438
744,74.47447447447448
745,74.57457457457458
746,74.67467467467468
747,74.77477477477478
748,74.87487487487488
749,74.97497497497498
750,75.07507507507508
751,75.17517517517518
752,75.27527527527528
753,75.37537537537538
754,75.47547547547548
755,75.57557557557558
756,75.67567567567568
757,75.77577577577578
758,75.87587587587588
759,75.97597597597598
760,76.07607607607608
761,76.17617617617618
762,76.27627627627628
763,76.37637637637638
764,76.47647647647648
765,76.57657657657658
766,76.67667667667668
767,76.77677677677679
768,76.87687687687688
769,76.97697697697699
770,77.07707707707708
771,77.17717717717719
772,77.27727727727728
773,77.37737737737739
774,77.47747747747748
775,77.57757757757759
776,77.67767767767768
777,77.77777777777779
778,77.87787787787788
779,77.97797797797799
780,78.07807807807808
781,78.17817817817819
782,78.27827827827828
783,78.37837837837839
784,78.47847847847848
785,78.57857857857859
786,78.67867867867868
787,78.77877877877879
788,78.87887887887888
789,78.97897897897899
790,79.07907907907908
791,79.17917917917919
792,79.27927927927928
793,79.37937937937939
794,79.47947947947948
795,79.57957957957959
796,79.67967967967968
797,79.77977977977979
798,79.87987987987988
799,79.97997997997999
800,80.08008008008008
801,80.18018018018019
802,80.28028028028028
803,80.38038038038039
804,80.48048048048048
805,80.58058058058059
806,80.68068068068068
807,80.78078078078079
808,80.88088088088088
809,80.98098098098099
810,81.08108108108108
811,81.18118118118119
812,81.28128128128128
813,81.38138138138139
814,81.48148148148148
815,81.58158158158159
816,81.68168168168168
817,81.78178178178179
818,81.88188188188188
819,81.98198198198199
820,82.08208208208208
821,82.18218218218219
822,82.28228228228228
823,82.38238238238239
824,82.48248248248248
825,82.58258258258259
826,82.68268268268268
827,82.78278278278279
828,82.88288288288288
829,82.98298298298299
830,83.08308308308308
831,83.18318318318319
832,83.28328328328328
833,83.38338338338339
834,83.48348348348348
835,83.58358358358359
836,83.68368368368368
837,83.78378378378379
838,83.88388388388388
839,83.98398398398399
840,84.08408408408408
841,84.18418418418419
842,84.28428428428428
843,84.38438438438439
844,84.48448448448448
845,84.58458458458459
846,84.68468468468468
847,84.78478478478479
848,84.88488488488488
849,84.98498498498499
850,85.08508508508508
851,85.18518518518519
852,85.28528528528528
853,85.38538538538539
854,85.4854854854855
855,85.58558558558559
856,85.6856856856857
857,85.78578578578579
858,85.8858858858859
859,85.98598598598599
860,86.0860860860861
861,86.18618618618619
862,86.2862862862863
863,86.38638638638639
864,86.4864864864865
865,86.58658658658659
866,86.6866866866867
867,86.78678678678679
868,86.8868868868869
869,86.98698698698699
870,87.0870870870871
871,87.18718718718719
872,87.2872872872873
873,87.38738738738739
874,87.4874874874875
875,87.58758758758759
876,87.6876876876877
877,87.78778778778779
878,87.8878878878879
879,87.98798798798799
880,88.0880880880881
881,88.18818818818819
882,88.2882882882883
883,88.38838838838839
884,88.4884884884885
885,88.58858858858859
886,88.6886886886887
887,88.78878878878879
888,88.8888888888889
889,88.988988988989
890,89.0890890890891
891,89.1891891891892
892,89.2892892892893
893,89.3893893893894
894,89.4894894894895
895,89.5895895895896
896,89.6896896896897
897,89.7897897897898
898,89.8898898898899
899,89.98998998999
900,90.0900900900901
901,90.1901901901902
902,90.2902902902903
903,90.3903903903904
904,90.4904904904905
905,90.5905905905906
906,90.6906906906907
907,90.7907907907908
908,90.8908908908909
909,90.990990990991
910,91.0910910910911
911,91.1911911911912
912,91.2912912912913
913,91.3913913913914
914,91.4914914914915
915,91.5915915915916
916,91.6916916916917
917,91.7917917917918
918,91.8918918918919
919,91.991991991992
920,92.0920920920921
921,92.1921921921922
922,92.2922922922923
923,92.3923923923924
924,92.4924924924925
925,92.5925925925926
926,92.6926926926927
927,92.7927927927928
928,92.8928928928929
929,92.992992992993
930,93.0930930930931
931,93.1931931931932
932,93.2932932932933
933,93.3933933933934
934,93.4934934934935
935,93.5935935935936
936,93.6936936936937
937,93.7937937937938
938,93.8938938938939
939,93.993993993994
940,94.0940940940941
941,94.1941941941942
942,94.2942942942943
943,94.3943943943944
944,94.4944944944945
945,94.5945945945946
946,94.6946946946947
947,94.7947947947948
948,94.8948948948949
949,94.994994994995
950,95.0950950950951
951,95.1951951951952
952,95.2952952952953
953,95.3953953953954
954,95.4954954954955
955,95.5955955955956
956,95.6956956956957
957,95.7957957957958
958,95.8958958958959
959,95.995995995996
960,96.0960960960961
961,96.1961961961962
962,96.2962962962963
963,96.3963963963964
964,96.4964964964965
965,96.5965965965966
966,96.6966966966967
967,96.7967967967968
968,96.8968968968969
969,96.996996996997
970,97.0970970970971
971,97.1971971971972
972,97.2972972972973
973,97.3973973973974
974,97.4974974974975
975,97.5975975975976
976,97.6976976976977
977,97.7977977977978
978,97.8978978978979
979,97.997997997998
980,98.0980980980981
981,98.1981981981982
982,98.2982982982983
983,98.3983983983984
984,98.4984984984985
985,98.5985985985986
986,98.6986986986987
987,98.7987987987988
988,98.8988988988989
989,98.998998998999
990,99.0990990990991
991,99.1991991991992
992,99.2992992992993
993,99.3993993993994
994,99.4994994994995
995,99.5995995995996
996,99.6996996996997
997,99.7997997997998
998,99.8998998998999
999,100.0
